BusinessEntityID,PersonType,AddressID,AddressTypeID,AddressLine1,AddressLine2,City,StateProvinceID,PostalCode
20245,IN,29351,2,2050 Glazier Dr,,Issaquah,79,98027
16479,IN,25563,2,2050 Glazier Dr,,Warrnambool,77,3280
15247,IN,24317,2,2055 Fountain Road,,Newcastle upon Tyne,14,NT20
11010,IN,20075,2,2055 Fountain Road,,Springwood,50,2777
14667,IN,23737,2,2055 Seawind Dr.,,Long Beach,9,90802
3098,IN,12121,2,2056 Otter Dr.,,Berkeley,9,94704
9474,IN,18527,2,2058 Richard Ave,,Los Angeles,9,90012
6391,IN,15426,2,2058 Richard Ave,,York,14,YO15
19186,IN,28277,2,2059 Brookdale Dr,,Berkeley,9,94704
20541,IN,29647,2,2059 Brookdale Dr,,Metchosin,7,V9
198,EM,138,2,2059 Clay Rd,,Edmonds,79,98020
13291,IN,22361,2,2059 Clayton Rd,,Lavender Bay,50,2060
17209,IN,26295,2,"205bis, boulevard Saint Germain",,Saint Ouen,103,17490
7344,IN,16382,2,206 Greenview Court,,Lynnwood,79,98036
19790,IN,28891,2,206 Kirkwood Ct.,,Grossmont,9,91941
3381,IN,12408,2,206 Stonewood Ct.,,Rockhampton,64,4700
3656,IN,12685,2,2060 Hill Dr,# 108,Perth,66,6006
5840,IN,14875,2,2061 Hill Dr,,Sedro Woolley,79,98284
19945,IN,29046,2,2061 Hillsborough Dr,,Brisbane,64,4000
9466,IN,18519,2,2061 Matchstick Drive,,Bellingham,79,98225
3153,IN,12178,2,2061 Matchstick Drive,,Newport Beach,9,92625
9041,IN,18094,2,2061 Normal Ave.,,Westminster,7,V3L 1E7
3067,IN,12090,2,2062 Dos Encinas,,El Cajon,9,92020
14423,IN,23493,2,2062 Dos Encinas,,Wokingham,14,RG41 1QW
5254,IN,14289,2,2062 Woodruff Lane,,Glendale,9,91203
2446,IN,11466,2,2062 Woodruff Lane,,Peterborough,14,PB12
17104,IN,26190,2,2063 Trafalgar Circle,,Chula Vista,9,91910
8309,IN,17361,2,2063 Trafalgar Circle,,Port Orchard,79,98366
14871,IN,23941,2,2064 Pleasant Circle,,Lavender Bay,50,2060
10334,IN,19393,2,2064 Pleasant Circle,,Spokane,79,99202
13765,IN,22835,2,2064 Trafalgar Circle,,San Gabriel,9,91776
17053,IN,26139,2,2065 Rosina Court,,Concord,9,94519
13687,IN,22757,2,2066 Napa Court,,National City,9,91950
5484,IN,14519,2,2067 Black Point Pl,,Perth,66,6006
15589,IN,24664,2,2068 Suzanne Dr.,,Burbank,9,91502
19179,IN,28270,2,207 Barquentine Court,,Lincoln Acres,9,91950
133,EM,146,2,207 Berry Court,,Edmonds,79,98020
16372,IN,25456,2,2071 Babbe Street,,Los Angeles,9,90012
18219,IN,27306,2,2071 Concord Blvd.,,Burbank,9,91502
14816,IN,23886,2,2071 Lindell Dr,,Sunbury,77,3429
5480,IN,14515,2,2071 LindenTree Dr,,Vancouver,7,V7L 4J4
12179,IN,21249,2,2073 Hilltop Road,,Burbank,9,91502
12629,IN,21699,2,2073 Santa Fe Dr.,,Portland,58,97205
9153,IN,18206,2,2074 Bluefish Lane,,Brisbane,64,4000
19320,IN,28411,2,2075 Alvina Dr.,,Bellingham,79,98225
15378,IN,24450,2,2075 Alvina Dr.,,La Jolla,9,92806
6679,IN,15714,2,2075 Browse Ct,,Burlingame,9,94010
6372,IN,15407,2,2075 Browse Ct,,London,14,SW19 3RU
7831,IN,16875,2,2076 Westover Dr,,Cliffside,7,V8Y 1L1
6040,IN,15075,2,2076 Westover Dr,,Peterborough,14,PB12
14341,IN,23411,2,2078 Jennifer Way,,Milsons Point,50,2061
18039,IN,27126,2,2078 Jennifer Way,,National City,9,91950
9248,IN,18301,2,2079 MountainAire Pkwy.,,Camarillo,9,93010
16691,IN,25775,2,2079 Mountaire Pkwy.,,Langford,7,V9
7092,IN,16127,2,2079 Wellington Ct,,Lakewood,9,90712
11555,IN,20622,2,208 Mobile Lane,,Palo Alto,9,94303
17417,IN,26503,2,"208, chaussée de Tournai",,Orleans,131,45000
17726,IN,26812,2,"208, chaussée de Tournai",,Tremblay-en-France,179,93290
17913,IN,27000,2,"208, chaussée de Tournai",,Versailles,164,78000
3523,IN,12552,2,2080 Mountain View Dr.,,Lebanon,58,97355
10332,IN,19391,2,2080 Mountain View Dr.,,Woolston,14,WA1 4SY
19584,IN,28681,2,2080 Sycamore Drive,,Bellingham,79,98225
31,EM,142,2,2080 Sycamore Drive,,Edmonds,79,98020
12440,IN,21510,2,2080 Wesley Court,,Concord,9,94519
10839,IN,19902,2,"2080, quai de Grenelle",,Croix,145,59170
10174,IN,19233,2,"2080, quai de Grenelle",,Les Ulis,177,91940
16588,IN,25672,2,2081 Elkwood Drive,,Grossmont,9,91941
11220,IN,20287,2,2081 Elkwood Drive,,Rockhampton,64,4700
11954,IN,21024,2,2081 St. Andrews Way,,Kirkland,79,98033
19759,IN,28860,2,2082 S. Bascom Ave.,,Bellflower,9,90706
11786,IN,20855,2,2082 S. Bascom Ave.,,Spring Valley,9,91977
3960,IN,12992,2,2082 Satin Court,,South Melbourne,77,3205
8352,IN,17405,2,2082 Satin Court,,Tacoma,79,98403
8199,IN,17250,2,2083 Lindenwood Drive,,Port Orchard,79,98366
16684,IN,25768,2,2084 Ahwanee Lane,,Burbank,9,91502
17368,IN,26454,2,2084 Ahwanee Lane,,Burien,79,98168
12480,IN,21550,2,2085 Westwood Dr.,,San Gabriel,9,91776
19448,IN,28542,2,2086 Rotherham Dr.,,Berkeley,9,94704
6917,IN,15952,2,2086 Rotherham Dr.,,Paris,161,75016
3436,IN,12464,2,2087 Plaza Del Rio,,N. Vancouver,7,V7L 4J4
16510,IN,25594,2,2087 Plaza Del Rio,,St. Leonards,50,2065
18623,IN,27711,2,2088 Amanda Circle,,Puyallup,79,98371
7977,IN,17024,2,209 Mobile Lane,,Goulburn,50,2580
20544,IN,29650,2,209 Mobile Lane,,London,14,SW6 SBY
6263,IN,15298,2,209 Richland Dr.,,Melton,77,3337
11551,IN,20618,2,2090 Vine Hill Way,,Santa Monica,9,90401
17757,IN,26843,2,2093 Dubhe Court,,Burien,79,98168
17667,IN,26753,2,2093 Dubhe Court,,Kirkland,79,98033
13968,IN,23038,2,2093 Frayne Ct.,,Salem,58,97301
3674,IN,12703,2,2094 Fruitwood,,Leeds,14,LE18
3644,IN,12673,2,2095 Sierra Drive,,Bellingham,79,98225
5976,IN,194,5,2095 Sierra Drive,,Sammamish,79,98074
5369,IN,14404,2,2096 Blackwood Drive,,Melton,77,3337
19704,IN,28804,2,2096 Blackwood Drive,,Warrington,14,WA1
17744,IN,26830,2,2096 Estudillo Street,,Metchosin,7,V9
17180,IN,26266,2,2096 Estudillo Street,,Springwood,50,2777
15219,IN,24289,2,2096 Trinity Ave.,,Lynnwood,79,98036
15416,IN,24488,2,2096 Trinity Ave.,,North Ryde,50,2113
3018,IN,12040,2,2097 Bluetail,,Kirkland,79,98033
19556,IN,28652,2,2098 Chilpancingo Pkwy.,,Burlingame,9,94010
14438,IN,23508,2,2098 Chilpancingo Pkwy.,,Port Orchard,79,98366
8886,IN,17939,2,2098 Crown Ct,# 235,Concord,9,94519
3408,IN,12436,2,2098 Crown Ct,# 235,Matraville,50,2036
20543,IN,29649,2,2099 San Jose,,Mill Valley,9,94941
9130,IN,18183,2,21 Red Tree Way,,Langford,7,V9
17152,IN,26238,2,21 Redhead Way,,Bellingham,79,98225
12591,IN,21661,2,"21, avenue de l´ Union Centrale",,Lille,145,59000
20000,IN,29101,2,"21, avenue de l´ Union Centrale",,Suresnes,178,92150
20063,IN,29165,2,"21, avenue de la Gare",,Les Ulis,177,91940
16617,IN,25701,2,"21, avenue de la Gare",,Saint-Denis,179,93400
7372,IN,16411,2,"21, avenue des Ternes",,Verrieres Le Buisson,177,91370
12426,IN,21496,2,"21, avenue Reille",,Paris,161,75003
9907,IN,18962,2,"21, avenue Reille",,San Gabriel,9,91776
18479,IN,27567,2,"21, cours Mirabeau",,Pantin,179,93500
15036,IN,24106,2,"21, impasse Notre-Dame",,Paris,161,75009
6835,IN,15870,2,"21, impasse Ste-Madeleine",,Paris,161,75010
11811,IN,20880,2,"21, place Beaubernard",,Lille,145,59000
3419,IN,12447,2,"21, rue de Bas Marin",,Colombes,178,92700
9184,IN,18237,2,"21, rue de Maubeuge",,Metz,143,57000
2697,IN,11717,2,"21, rue des Ecoles",,Les Ulis,177,91940
2549,IN,11569,2,"21, rue des Rosiers",,Burbank,9,91502
7538,IN,16580,2,"21, rue du Départ",,Paris,161,75007
5813,IN,14848,2,"21, rue du Puits Dixme",,Metz,143,57000
10450,IN,19509,2,"21, rue Saint Denis",,Chatou,164,78400
10850,IN,19913,2,210 Stanley Dollar Dr.,,Everett,79,98201
10038,IN,19094,2,"210, rue Maillard",,Bobigny,179,93000
14434,IN,23504,2,2100 Grant Street,,Chula Vista,9,91910
5075,IN,14110,2,2100 Linton Terr,,Langley,7,V3A 4R2
20725,IN,29831,2,2100 Linton Terr,,Wollongong,50,2500
19877,IN,28978,2,2100 Pear Dr.,,Gateshead,14,GA10
14588,IN,23658,2,2101 Costanza Dr.,,Woodland Hills,9,91364
13170,IN,22240,2,2101 Frayne Ln.,,Walla Walla,79,99362
5714,IN,14749,2,2102 W. 35th Street,,Daly City,9,94015
15386,IN,24458,2,2102 W. 8th St.,,Newcastle,50,2300
6715,IN,15750,2,2103 Baldwin Dr,,Liverpool,14,L4 4HB
6218,IN,15253,2,2103 Baldwin Dr,,Puyallup,79,98371
14498,IN,23568,2,2103 Violet Ct.,,Port Hammond,7,V6B 3P7
8804,IN,17857,2,2104 Grading Way,,Beverly Hills,9,90210
2466,IN,11486,2,2104 Grading Way,,Brisbane,64,4000
13655,IN,22725,2,2106 Chilpancingo Pkwy.,,Haney,7,V2W 1W2
8507,IN,17560,2,2107 Amending Road,,Bendigo,77,3550
16941,IN,26027,2,2107 Ameno Road,,Lakewood,9,90712
11449,IN,20516,2,2107 Cardinal,,Burlingame,9,94010
13621,IN,22691,2,2107 Cardinal,,Gold Coast,64,4217
8658,IN,17711,2,2109 Harvey Way,,Chula Vista,9,91910
5654,IN,14689,2,2109 Harvey Way,,Cranbourne,77,3977
16181,IN,25263,2,2109 Mt. Washington,,Leeds,14,LE18
10121,IN,19178,2,2109 Mt. Washington,,W. York,14,BD1 4SJ
13644,IN,22714,2,"211, avenue Foch",,Roubaix,145,59100
17236,IN,26322,2,"211, avenue Foch",,Verrieres Le Buisson,177,91370
4408,IN,13443,2,"211, quai de Grenelle",,Les Ulis,177,91940
18110,IN,27197,2,"211, rue Basse-du-Rocher",,Saint Ouen,103,17490
16077,IN,25157,2,2110 Elm St.,,Bremerton,79,98312
4200,IN,13235,2,2110 Elm St.,,Malabar,50,2036
2489,IN,11509,2,"2110321, boulevard Beau Marchais",,Les Ulis,177,91940
2443,IN,11463,2,2111 Freedom Court,,Sunbury,77,3429
8760,IN,17813,2,2111 Freedom Court,,Woodland Hills,9,91364
5483,IN,14518,2,2111 Ringing Dr,,Cliffside,7,V8Y 1L1
4702,IN,13737,2,2111 Ringing Dr,,Warrnambool,77,3280
6581,IN,15616,2,"2112, avenue de Villiers",,Verrieres Le Buisson,177,91370
18903,IN,27992,2,2115 Pasado,,Oakland,9,94611
168,EM,59,2,2115 Passing,,Snohomish,79,98296
2851,IN,11871,2,2115 White Dr.,,Bendigo,77,3550
12019,IN,21089,2,2115 Whitehaven Dr.,,Los Angeles,9,90012
6918,IN,15953,2,2117 Mt Whitney,,Melton,77,3337
15318,IN,24389,2,2117 Mt Whitney,,Tacoma,79,98403
3450,IN,12479,2,2118 Court Lane,,London,14,W10 6BL
11200,IN,20266,2,2118 Court Lane,,Victoria,7,V8V
20082,IN,29185,2,2118 Little Dr.,,Burlingame,9,94010
16889,IN,25975,2,2118 Little Dr.,,Kirkland,79,98033
16744,IN,25830,2,2119 Chisholm Way,,Santa Cruz,9,95062
3972,IN,13005,2,2119 Little Dr,,Beaverton,58,97005
5321,IN,14356,2,2119 Little Dr,,Lemon Grove,9,91945
10125,IN,19182,2,2119 Virginia Hills,,Bellflower,9,90706
11108,IN,20174,2,2119 Virginia Hills,,Daly City,9,94015
4143,IN,13178,2,"211bis, rue des Peupliers",,Saint-Denis,179,93400
2567,IN,11587,2,"211bis, rue des Peupliers",,Versailles,164,78000
13851,IN,22921,2,212 Pheasant Circle,,Colma,9,94014
2485,IN,11505,2,212 Pheasant Circle,,Oxford,14,OX14 4SE
7794,IN,16837,2,"212, rue de Berri",,Verrieres Le Buisson,177,91370
4374,IN,13409,2,"212, rue Marbeuf",,Bobigny,179,93000
7109,IN,16144,2,2120 Mark Twain Dr,,Woodburn,58,97071
12990,IN,22060,2,2121 Royal Ann Lane,,North Sydney,50,2055
7075,IN,16110,2,2121 Sahara Drive,,Spring Valley,9,91977
13165,IN,22235,2,"2121, quai de l´ Iton",,Tremblay-en-France,179,93290
6305,IN,15340,2,2124 Royal Arch Court,,Milwaukie,58,97222
18376,IN,27464,2,2126 Silver Oak Pl.,,Concord,9,94519
13247,IN,22317,2,2128 Birchbark Place,,Milton Keynes,14,MK8 8ZD
5465,IN,14500,2,2128 Evelyn Court,,London,14,SW6 SBY
19926,IN,29027,2,2128 Holland Drive.,,Coronado,9,92118
2725,IN,11745,2,"2128, place du Tertre",,Saint-Denis,179,93400
19154,IN,28245,2,2129 Acacia Drive,,Royal Oak,7,V8X
236,EM,259,2,213 Stonewood Drive,,Gold Bar,79,98251
3622,IN,12651,2,213 Stonewood Drive,,Portland,58,97205
19639,IN,28737,2,213 Valencia Place,,Tacoma,79,98403
5526,IN,14561,2,213 Valencia Place,,Warrnambool,77,3280
7446,IN,16486,2,2131 Covington Court,,Beaverton,58,97005
14131,IN,23201,2,2131 Covington Court,,Chula Vista,9,91910
18436,IN,27524,2,2131 Minert Rd.,,Gold Coast,64,4217
14038,IN,23108,2,2132 Virginia Lane,,Bellingham,79,98225
16090,IN,25170,2,2133 Turner Dr.,,Burbank,9,91502
13937,IN,23007,2,2133 Turner Dr.,,Renton,79,98055
19257,IN,28348,2,2134 Royal Links Ct,,San Carlos,9,94070
19653,IN,28751,2,2135 St. Paul Way,,Kirkland,79,98033
14538,IN,23608,2,2137 Argenta Dr.,,Melton,77,3337
3,EM,224,2,2137 Birchwood Dr,,Redmond,79,98052
3565,IN,12594,2,2137 Birchwood Dr,,San Gabriel,9,91776
13145,IN,22215,2,2137 Carlotta,,Newton,7,V2L3W8
11586,IN,20653,2,2137 Carlotta,,Seaford,77,3198
4692,IN,13727,2,2139 Birdwatch Ave.,,Oxford,14,OX14 4SE
2981,IN,12003,2,2139 Birdwatch Ave.,,Peterborough,14,PB12
2729,IN,11749,2,214 Via Del Sol,,Chula Vista,9,91910
11851,IN,20921,2,"214, rue Léo Delibes",,Paris,161,75013
8215,IN,17266,2,2140 Ambush Dr.,,Beverly Hills,9,90210
13242,IN,22312,2,2140 Clifford Court,,Langford,7,V9
18160,IN,27247,2,2140 Clifford Court,,Perth,66,6006
14191,IN,23261,2,"2140, rue Léo Delibes",,Les Ulis,177,91940
5453,IN,14488,2,2141 Banking Road,,Bellflower,9,90706
5076,IN,14111,2,2141 Banking Road,,Edmonds,79,98020
12663,IN,21733,2,2141 Del Monte Ct.,,London,14,E17 6JF
4027,IN,13060,2,2141 Delaware Ct.,,Downey,9,90241
9751,IN,18805,2,2141 Pepper Way,,Grossmont,9,91941
15608,IN,24683,2,2141 Pepperridge Way,,Carson,9,90746
12997,IN,22067,2,"2141, rue Saint-Lazare",,Paris,161,75008
18721,IN,27809,2,2144 San Rafael,,Concord,9,94519
199,EM,106,2,2144 San Rafael,,Seattle,79,98104
12497,IN,21567,2,2146 Mt. Etna,,Cheltenham,14,GL50
15044,IN,24114,2,2146 Twin View Drive,,Gold Coast,64,4217
17072,IN,26158,2,2146 Twin View Drive,,Redmond,79,98052
16972,IN,26058,2,2147 N. 66th Street,,Torrance,9,90505
18270,IN,27357,2,215 Baxter Court,,Chula Vista,9,91910
15135,IN,24205,2,215 Denkinger Court,,Burbank,9,91502
11928,IN,20998,2,215 Denkinger Court,,Warrington,14,WA1
4095,IN,13130,2,"215, avenue de la Gare",,Saint Germain en Laye,164,78100
10817,IN,19880,2,"215, avenue du Québec",,Paris,161,75008
10407,IN,19466,2,"215, rue de Terre Neuve",,Saint-Denis,179,93400
5560,IN,14595,2,2150 Pershing Dr,,Burbank,9,91502
4474,IN,13509,2,2151 Twincreek Ct,,North Ryde,50,2113
8734,IN,17787,2,2151 Twincreek Ct,,Woodburn,58,97071
17523,IN,26609,2,2152 Roan Lane,,Berkeley,9,94704
10373,IN,19432,2,2152 Roan Lane,,York,14,YO15
19847,IN,28948,2,2152 Zartop Street,,York,14,Y03 4TN
9073,IN,18126,2,2152 Zebra Street,,Berkeley,9,94704
12736,IN,21806,2,2153 Cloudview Dr.,,Billericay,14,CM11
16292,IN,25376,2,2153 Cloudview Dr.,,Goulburn,50,2580
14784,IN,23854,2,2153 Hooftrail Way,,Colma,9,94014
15266,IN,24337,2,2153 Hooftrail Way,,Langley,7,V3A 4R2
20142,IN,29246,2,2155 Twinview Drive,,Bracknell,14,RG12 8TB
16619,IN,25703,2,2155 Zartop Street,,Bellflower,9,90706
8442,IN,17495,2,2155 Zebra Street,,Bury,14,PE17
8530,IN,17583,2,"2155, avenue Foch",,Saint Germain en Laye,164,78100
16095,IN,25175,2,2156 Temple Court,,Langford,7,V9
19601,IN,28698,2,2157 Clark Creek Lane,,Burbank,9,91502
4076,IN,13110,2,2157 Clark Creek Lane,,Daly City,9,94015
16890,IN,25976,2,2159 Barbie Dr.,,Burbank,9,91502
17142,IN,26228,2,2159 Barbie Dr.,,Wollongong,50,2500
18190,IN,27277,2,216 Arnold Drive,,Bellingham,79,98225
18713,IN,27801,2,216 Arnold Drive,,Cranbourne,77,3977
11368,IN,20435,2,216 Smoking Tree Court,,Lancaster,14,LA1 1LN
14406,IN,23476,2,216 Smoking Tree Court,,Redmond,79,98052
12232,IN,21302,2,"216, quai Paul Doumer",,Paris,161,75008
15866,IN,24942,2,2163 Angi Lane,,San Francisco,9,94109
15629,IN,24704,2,2163 Angi Lane,,West Sussex,14,RH15 9UD
4301,IN,13336,2,2168 Reading Drive,,Burlingame,9,94010
6134,IN,15169,2,2168 Reading Drive,,York,14,Y03 4TN
19363,IN,28455,2,2168 Terra Calitina,,Bellingham,79,98225
14977,IN,24047,2,2168 Terra Calitina,,Brisbane,64,4000
2994,IN,12016,2,217 Ram Circle,,Sooke,7,V0
11092,IN,20157,2,217 Ramsay Circle,,London,14,SW8 1XD
15555,IN,24630,2,2171 H Stagecoach Rd,,Imperial Beach,9,91932
5127,IN,14162,2,2171 H Stagecoach Rd,#77,Burbank,9,91502
17866,IN,26953,2,2172 Almond Drive,,El Cajon,9,92020
17624,IN,26710,2,2173 H Stagecoach Rd.,,Torrance,9,90505
2533,IN,11553,2,2173 Heartwood Drive,,Brisbane,64,4000
12808,IN,21878,2,2174 Pacheco St.,,Westminster,7,V3L 1H4
19130,IN,28221,2,2176 Apollo Way,,Beaverton,58,97005
19809,IN,28910,2,2176 Apollo Way,,Cranbourne,77,3977
48,EM,240,2,2176 Apollo Way,,Everett,79,98201
14725,IN,23795,2,2176 Brown Street,,Hervey Bay,64,4655
126,EM,298,2,2176 Brown Street,,Renton,79,98055
8229,IN,17281,2,218 Baxter Court,,San Gabriel,9,91776
14767,IN,23837,2,2181 Brownstone Rd.,,Runcorn,14,TY31
10122,IN,19179,2,"2181, rue Malar",,Paris,161,75013
7813,IN,16857,2,"2181, rue Malar",,Saint-Denis,179,93400
16462,IN,25546,2,2184 Vallejo,,Berkshire,14,RG11 5TP
4354,IN,13389,2,2184 Valley Blvd.,,Walla Walla,79,99362
14907,IN,23977,2,2186 Claycord Ave.,,Grossmont,9,91941
8679,IN,17732,2,2186 Rock Creek Pl,,York,14,YO15
5214,IN,14249,2,2187 S. Rising Ave,,London,14,W1V 5RN
3229,IN,12255,2,2187 S. Rising Ave,,Lynnwood,79,98036
19983,IN,29084,2,2189 Alamo Way,,Darlinghurst,50,2010
13520,IN,22590,2,2189 Alamo Way,,Spring Valley,9,91977
4098,IN,13133,2,"219, rue Descartes",,Les Ulis,177,91940
16300,IN,25384,2,2190 Rock Creek Way,,Caloundra,64,4551
4729,IN,13764,2,2190 Rock Creek Way,,Metchosin,7,V9
4604,IN,13639,2,2190 Waterfall Way,,Cloverdale,66,6105
2448,IN,11468,2,2192 Pacifica Ave,,Cloverdale,66,6105
5995,IN,15030,2,2192 Pacifica Ave,,Oak Bay,7,V8P
9866,IN,18921,2,2196 Coat Ct.,,Sydney,50,1002
4645,IN,13680,2,2197 Clay Road,,Oak Bay,7,V8P
20018,IN,29119,2,2197 Clayton Road,,Reading,14,RG7 5H7
6070,IN,15105,2,2197 Heights Ave.,,Santa Monica,9,90401
9830,IN,18884,2,2198 Clay Road,,Seattle,79,98104
18291,IN,27378,2,2198 Clayton Road,,Findon,66,5023
10957,IN,20021,2,2199 Laverne Way,,Bracknell,14,RG12 8TB
11701,IN,20769,2,2199 Laverne Way,,Concord,9,94519
15578,IN,24653,2,22 Fillet Ave.,,Beverly Hills,9,90210
2691,IN,11711,2,22 Geary,,Burien,79,98168
17339,IN,26425,2,"22, avenue de Malakoff",,Villeneuve-d'Ascq,145,59491
10044,IN,19100,2,"22, avenue du Président-Kennedy",,Saint Germain en Laye,164,78100
11963,IN,21033,2,"22, avenue du Québec",,Bobigny,179,93000
18532,IN,27620,2,"22, avenue Foch",,Dunkerque,145,59140
10004,IN,19060,2,"22, avenue Foch",,Lille,145,59000
10773,IN,19835,2,"22, impasse Ste-Madeleine",,Sèvres,178,92310
11668,IN,20736,2,"22, quai de l´ Iton",,Paris,161,75008
10803,IN,19865,2,"22, quai Paul Doumer",,Lille,145,59000
10732,IN,19794,2,"22, quai Paul Doumer",,Roubaix,145,59100
10211,IN,19270,2,"22, quai Paul Doumer",,Versailles,164,78000
19489,IN,28584,2,"22, rue de Bas Marin",,Colombes,178,92700
19305,IN,28396,2,"22, rue de Bas Marin",,Paris,161,75008
11867,IN,20937,2,"22, rue de Courtaboeuf",,Dunkerque,145,59140
13021,IN,22091,2,"22, rue de la Cavalerie",,Metz,143,57000
9373,IN,18426,2,"22, rue de la Centenaire",,Les Ulis,177,91940
12973,IN,22043,2,"22, rue de la Centenaire",,Pantin,179,93500
6483,IN,15518,2,"22, rue de l'Espace De Schengen",,Lille,145,59000
5870,IN,14905,2,"22, rue de l'Espace De Schengen",,Metz,143,57000
7850,IN,16894,2,"22, rue de l'Espace De Schengen",,Orleans,131,45000
6760,IN,15795,2,"22, rue de l'Espace De Schengen",,Pantin,179,93500
17407,IN,26493,2,"22, rue de l'Espace De Schengen",,Villeneuve-d'Ascq,145,59491
19688,IN,28787,2,"22, rue de Longchamp",,Paris,161,75019
9282,IN,18335,2,"22, rue des Grands Champs",,Paris,161,75009
10940,IN,20004,2,"22, rue des Rosiers",,Paris,161,75012
19301,IN,28392,2,"22, rue du Départ",,Les Ulis,177,91940
5141,IN,14176,2,"22, rue du Puits Dixme",,Pantin,179,93500
17450,IN,26536,2,"22, rue du Puits Dixme",,Paris,161,75002
10966,IN,20030,2,"22, rue Henri Gagnon",,Lieusaint,163,77127
10436,IN,19495,2,"22, rue Jean Mermoz",,Roncq,145,59223
10954,IN,20018,2,"22, rue Jean Mermoz",,Sèvres,178,92310
11179,IN,20245,2,"22, rue Jean Mermoz",,Verrieres Le Buisson,177,91370
2657,IN,11677,2,"22, rue Léo Delibes",,Saint-Denis,179,93400
4732,IN,13767,2,"22, rue Léo Delibes",,Versailles,164,78000
3129,IN,12153,2,"22, rue Philibert-Delorme",,Lille,145,59000
17916,IN,27003,2,"22, rue Philibert-Delorme",,Paris,161,75002
12921,IN,21991,2,"22, rue Saint Denis",,Orleans,131,45000
13659,IN,22729,2,"22, rue Saint Denis",,Paris,161,75017
5856,IN,14891,2,220 N Ridgewood Drive,,Bellflower,9,90706
10761,IN,19823,2,220 N Ridgewood Drive,,Lane Cove,50,1597
3059,IN,12082,2,220 Rambling Rose Ave.,# 103,West Covina,9,91791
17328,IN,26414,2,2200 Rock Oak Road,,Leeds,14,LE18
13756,IN,22826,2,2200 Rock Oak Road,,Sydney,50,1002
15104,IN,24174,2,2201 Huston Road,,Sooke,7,V0
12346,IN,21416,2,2203 Palm Ave.,,Hervey Bay,64,4655
19083,IN,28174,2,2204 Terry Lynn Lane,,Bracknell,14,RG12 8TB
15908,IN,24985,2,2204 Terry Lynn Lane,,Marysville,79,98270
11431,IN,20498,2,2205 Stonehedge Dr.,,Beaverton,58,97005
12623,IN,21693,2,2205 Stonehedge Dr.,,Oregon City,58,97045
4489,IN,13524,2,2206 Clear View Circle,,Concord,9,94519
17238,IN,26324,2,2206 Clear View Circle,,Newport Beach,9,92625
9539,IN,18592,2,2206 Countrywood Ct,,Cambridge,14,CB4 4BZ
5659,IN,14694,2,2206 Countrywood Ct,,Haney,7,V2W 1W2
18884,IN,27972,2,2208 Mauna Kea Court,,Bendigo,77,3550
7497,IN,16538,2,2208 Mauna Kea Court,,Oregon City,58,97045
12902,IN,21972,2,2209 Sequoia Drive,,Portland,58,97205
7979,IN,17026,2,2212 Palmer Rd,,Esher-Molesey,14,EM15
6739,IN,15774,2,2212 Sagull Court,,San Diego,9,92102
20546,IN,29652,2,2214 Solano,,Burbank,9,91502
18876,IN,27964,2,2214 Solano,,Cliffside,7,V8Y 1L1
20501,IN,29607,2,2215 La Corte Bonita,,Chula Vista,9,91910
10231,IN,19290,2,2215 La Corte Bonita,,Rhodes,50,2138
14293,IN,23363,2,2215 Taylor Box #108,,Everett,79,98201
18113,IN,27200,2,2216 Blue Ridge Dr.,,San Gabriel,9,91776
19534,IN,28630,2,2217 Pueblo Dr.,,Oakland,9,94611
13050,IN,22120,2,2219 Alfred Ave.,,Wollongong,50,2500
5930,IN,14965,2,2219 Dewing Avenue,,Beaverton,58,97005
18675,IN,27763,2,2219 Dewing Avenue,,Sooke,7,V0
8808,IN,17861,2,222 Dancing Road,,Beaverton,58,97005
11527,IN,20594,2,222 Denkinger Road,,Hawthorne,64,4171
6078,IN,15113,2,222 Hunter Drive,,Bellflower,9,90706
5880,IN,14915,2,"222, rue de Cambrai",,Pantin,179,93500
14346,IN,23416,2,"222, rue des Pyrenees",,Bobigny,179,93000
11657,IN,20725,2,2221 Teak Court,,Metchosin,7,V9
12602,IN,21672,2,2221 Teak Court,,Springwood,50,2777
20610,IN,29716,2,"2222, rue Ste-Honoré",,Tremblay-en-France,179,93290
20218,IN,29324,2,2223 Stillwater Court,,Burlingame,9,94010
15002,IN,24072,2,2225 Ashford Court,,Bellingham,79,98225
20734,IN,29840,2,2225 Ashford Court,,Melbourne,77,3000
7603,IN,16646,2,2225 Rogers Ave.,,Maidenhead,14,SL67RJ
12930,IN,22000,2,2225 Rogers Ave.,,Redmond,79,98052
13487,IN,22557,2,2225 Stillwater Court,,Sooke,7,V0
6789,IN,15824,2,"2225, avenue de la Gare",,Metz,143,57000
4229,IN,13264,2,2226 Cleveland Avenue,,Santa Monica,9,90401
18627,IN,27715,2,2226 Wilson Lane,,Port Hammond,7,V6B 3P7
18071,IN,27158,2,2228 Alhambra Avenue,,Melbourne,77,3000
3993,IN,13026,2,2228 Ashford Court,,Lavender Bay,50,2060
5447,IN,14482,2,2228 Ashford Court,,Lebanon,58,97355
8638,IN,17691,2,2228 Vista Avenue,,W. Linn,58,97068
11892,IN,20962,2,2229 Oak Rd.,,Rhodes,50,2138
10059,IN,19116,2,2229 Oak Rd.,,San Carlos,9,94070
10189,IN,19248,2,2229 Pinehurst Court,,Oregon City,58,97045
